Sentiments,Reviews,language
negative,I ordered small but got xl and I ordered pink and received black .. That was the mistake. Although the shirt quality was good,en
positive,Thank you ❤️ Daraz and Thank you the seller. The seller very nice person and listened my every instruction. 💯 Recommended the seller. Best response and quick. The design as you want. 😊 I am satisfied customer. 😊 Again thank you ❤️ ❤️ Seller.,en
positive,this oil is so soothing and fresh. much beneficial on skin. light weight and runny.,en
negative,packaging should be more discreet,en
positive,"I did not use yet, but looks quality product, standard packed, received safely.",en
positive,It is really good product beacaus it have a all Good features this watch price is in lacal shops 2000 & 3000 thousand so as a local person I afford this watch ⌚  to my salary,en
negative,"Delivered on time, quality of the pan is good. Parcel is safely delivered but packing is not up to the mark, it should be packed within proper box.",en
negative,"Terrible not worth the price at all, keys don’t work properly when multiple pressed together, worst thing I’ve ever bought from Daraz. Anyone looking to buy this product shouldn’t ever buy from Daraz.",en
negative,the light is good gives many brilliant effects I would suggest to use the lights by hiding them behind something as I have if they are exposed they'll probably give a cheap look had to cut the light but as there was only on connector I was only able to do one corner if you guys want to apply the lights in different places but adapters the light is little bit tricky to cut but overall 10/10,en
negative,some product not recieved fresh ,en
negative,It loook great just love the style and dress!! But net is not stitched properly!!,en
positive,good product fully satisfied recomended,en
negative,"Less than two months, pen stop working",en
positive,timely delivered and of good quality. i strongly recommend seller,en
negative,"The medical items I ordered from Daraz were poorly packaged, leading to contamination. It is crucial to maintain sterility and proper packaging when dealing with medical supplies. Their negligence in this regard is concerning and can have serious consequences.",en
positive,good product with great discount thank u DARAZ,en
negative,Its good in this price range but no comparison with any imported brand,en
negative,I was charged extra very much disappointed,en
negative,unable to understand that how they can packed broken bottle. broken bottle was packed which is clear negligence of packing boys but I have compromised due to hectic procedure of return and accepted as it is. anyways item was original and delivered on time,en
negative,Not recommended! Bought 3 packs but it does not work.,en
negative,Not so good normal quality ,en
negative,The product unfortunately had some technical issues and was not working properly so I had to return it.,en
positive,Parcel in box packing. It was fully packaged,en
negative,Worked for about 2 weeks then crap. We got a new one somewhere else and it’s that one is great,en
negative,Newest apple pencil. Newest apple iPad. Not compatible. Wtf,en
negative,"very pathetic. they stopped working after 3 day.

they are like disposable tissue papers which u use for a few days and then throw away.",en
positive,"it is a nice tiny box 
I like it....
it is very cute and adorable 😍",en
negative,"Size is very small even for hand frees to fit easily, ",en
negative,"poor quality.. torn within one time use
i used the fabric to clean my kitchn shelf..by the way..there it is useful",en
positive,First of all packing was awesome and the parcel is it as shown in picture and delivered in 2 days .Overall very very nice product,en
negative,It was good . Lightweight.stuff was also nice.but colour was black not as shown in pic,en
positive,quality is good and same as pic v nice 👍,en
positive,Good products...nice bags ,en
negative,local texture and no qauilty of product.only maintained number of shirts but not qauilty beware of cheap product in cheap price,en
